name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Breathe Me,Sia,7jqzZyJJLrpkRFYGpkqSK6,"69
",0.552,0,1,0.74,272800,4,0.643,-7.36,0.0327,0.0364,120.012,0.105,0.212
Jailhouse Rock,Elvis Presley,1HvtjEUAEgev6klVFyZYgJ,"0
",0.631,10,0,5.54e-06,154733,4,0.639,-7.842,0.0961,0.303,167.351,0.0699,0.89
Here Without You - Acoustic Version,3 Doors Down,6oyUroY42HiaD9Q9VBw4BP,"0
",0.551,10,0,0.0,232013,4,0.574,-6.265,0.0263,0.0203,143.734,0.186,0.308
Don't Cry (Original),Guns N' Roses,0ZEhlT9v8CdOKu55zhYGv9,"0
",0.437,8,0,0.00243,284800,4,0.572,-8.648,0.0339,0.00191,124.172,0.116,0.239
Lips Of An Angel,Hinder,53yAFiPcO7NPpKsaMCQgQ9,"0
",0.476,2,1,1.08e-06,261853,4,0.736,-5.38,0.0343,0.0217,129.084,0.203,0.251
Are You Gonna Be My Girl,Jet,305WCRhhS10XUcH6AEwZk6,"76
",0.613,2,1,0.000582,213800,4,0.953,-3.435,0.0855,0.00148,105.046,0.152,0.537
Reptilia,The Strokes,57Xjny5yNzAcsxnusKmAfA,"74
",0.486,9,1,0.789,219754,4,0.666,-5.084,0.033,0.000563,157.992,0.101,0.741
Rape Me,Nirvana,47KVHb6cOVBZbmXQweE5p7,"0
",0.424,8,1,0.0,169133,4,0.878,-7.622,0.0585,0.00221,112.029,0.0834,0.165
Killing In The Name,Rage Against The Machine,0N4NO2BmOIBWrCQ9r8Ei8m,"0
",0.457,7,1,2.04e-06,313667,4,0.779,-6.323,0.257,0.0185,86.573,0.0247,0.734
The Feel Good Drag,Anberlin,5sTVykpRs4eiZKn96bZogj,"61
",0.342,5,0,0.00671,207360,4,0.677,-11.906,0.0568,0.0013,188.6,0.201,0.501
Life on Mars? - 1997 Remaster,David Bowie,2MyNVTCYMp4LBzUY1Q3vXQ,"34
",0.443,10,1,1.64e-06,234227,4,0.476,-12.961,0.0382,0.326,123.483,0.0681,0.313
Romeo And Juliet,Dire Straits,6o795OII0Q3Sk8Pac6pSv7,"0
",0.61,5,1,0.0105,363040,4,0.406,-12.42,0.0293,0.544,87.476,0.126,0.441
Torn,Natalie Imbruglia,3APayTEWiUl9Ssep4BOXR2,"70
",0.559,5,1,5.56e-05,244813,4,0.928,-3.04,0.0355,0.0746,96.315,0.696,0.599
Tonight, Tonight,1ulWieXWAXHtK0qtMwN4DG,The Smashing Pumpkins,0.277,6,1,0.776,254707,4,0.644,-10.085,0.0338,3.38e-05,148.868,0.208,0.177
Bad Day,Daniel Powter,5rYvoJOJ0y8AYodTdf3Wxi,"32
",0.599,3,1,0.00336,233640,4,0.785,-4.013,0.0309,0.448,140.046,0.151,0.52
Kom änglar,Lars Winnerbäck,0nh0R3e6HFynUAmL0ggV6x,"0
",0.47,6,1,0.0,254360,4,0.436,-13.103,0.0369,0.757,67.133,0.0776,0.583
Lookin' Out My Back Door,Creedence Clearwater Revival,1mq756cRNyVTnykm4mHOgx,"0
",0.749,5,1,0.00347,151760,4,0.572,-8.338,0.0404,0.198,105.249,0.0962,0.859
In My Place,Coldplay,2nvC4i2aMo4CzRjRflysah,"71
",0.425,9,1,5.16e-06,226680,4,0.587,-5.453,0.0278,0.0565,144.642,0.298,0.194
Tribute,Tenacious D,6crBy2sODw2HS53xquM6us,"66
",0.365,9,0,0.000856,248053,4,0.767,-6.185,0.0681,0.181,94.174,0.0942,0.422
Breakaway,Kelly Clarkson,6UlOSPVKXHM32ZRecNlgOw,"0
",0.411,9,0,2.06e-05,236704,3,0.712,-4.171,0.033,0.0393,159.98,0.107,0.391
Jenny Don't Be Hasty,Paolo Nutini,3G3GZnfjmypPEdkItAofp8,"62
",0.764,9,1,0.0,207133,4,0.816,-5.551,0.0338,0.00362,120.456,0.136,0.894
Happy Birthday,Flipsyde,0rRHFywFG6H7NAl2wMMCZg,"0
",0.552,7,1,0.0003,195547,4,0.653,-6.881,0.228,0.329,93.893,0.202,0.293
Because of You,Kelly Clarkson,3PHYPaguCDKLK1a9cp3uXZ,"0
",0.586,5,0,0.0,218964,4,0.586,-5.314,0.0316,0.251,139.915,0.124,0.144
Breathe,The Prodigy,5FCyoZGaN6nRod1oNDJIWZ,"0
",0.682,9,1,0.881,334800,4,0.819,-6.116,0.0501,0.00994,130.032,0.0389,0.312
Violent Pornography,System Of A Down,249Z7XT6mf8B2zuI0RaeS0,"67
",0.458,6,1,0.0,211333,4,0.958,-2.331,0.0854,0.0279,142.706,0.108,0.589
Plug In Baby,Muse,5WFl3wZ9fgyGhrylGcIJCk,"0
",0.408,2,1,0.000402,218000,4,0.965,-4.232,0.05,6.94e-06,136.018,0.11,0.349
Ace Of Spades,Motörhead,47FyQCd3TYLrZ9TU6MPaWK,"0
",0.324,6,1,0.00895,166707,4,0.991,-4.465,0.197,0.00247,140.245,0.104,0.195
Drops of Jupiter,Train,23rc0FT9mCa12LjYSeDXlW,"0
",0.468,0,1,0.0,259933,4,0.64,-5.862,0.0275,0.154,79.297,0.154,0.499
Trouble,Coldplay,0R8P9KfGJCDULmlEoBagcO,"72
",0.561,11,0,0.00157,273427,4,0.547,-7.496,0.0321,0.189,139.755,0.17,0.19
Jolene,Jill Johnson,3WNPdWTuLeQu3LOOr1Eagj,"5
",0.543,9,1,0.0,210200,4,0.768,-4.899,0.0343,0.428,114.868,0.0734,0.389
The Trooper - 1998 Remastered Version,Iron Maiden,2pxAohyJptQWTQ5ZRWYijN,"1
",0.286,4,0,0.0542,250973,4,0.856,-6.777,0.0585,0.0238,162.12,0.487,0.696
Cotton Fields,Creedence Clearwater Revival,0iIJ6t6HbI8CJnS7pmuCHb,"0
",0.57,9,1,0.0,175160,4,0.649,-7.116,0.0283,0.186,148.522,0.186,0.872
Ooh La,The Kooks,2Uf9WTBWMA8S9Lh3k3Rui6,"61
",0.545,10,0,9.1e-05,208973,4,0.873,-5.193,0.0825,0.0263,150.841,0.145,0.748
The Drugs Don't Work - Remastered 2004,The Verve,39HGBiY1Q2jMqDP1eY30V4,"39
",0.443,0,1,0.0,305760,4,0.537,-8.643,0.0259,0.206,77.46,0.132,0.194
Not Ready To Make Nice,The Chicks,4inqRcEzSuibG9KJR50wBh,"0
",0.452,6,1,9.33e-05,238093,4,0.531,-5.072,0.0278,0.13,82.955,0.105,0.241
Burning,The Whitest Boy Alive,6sjfQKszy7tDmxEhElQGTt,"0
",0.721,11,0,0.891,191173,4,0.758,-7.536,0.0372,0.671,150.825,0.133,0.864
Carry on Wayward Son,Kansas,61DLPczTvnkCwvwNqwPKgv,"0
",0.476,7,1,0.000173,321827,4,0.795,-5.753,0.0318,0.00251,126.787,0.463,0.793
Angel,Flipsyde,0tRvyeMtk2ENN9wnuCxuPf,"0
",0.73,6,1,0.0,266707,4,0.743,-5.141,0.0373,0.205,90.256,0.0893,0.514
More Than a Feeling,Boston,32kgOw8wejH7zUhtXCM8DH,"0
",0.377,7,1,0.00217,285133,4,0.682,-8.039,0.0299,0.000894,108.736,0.0504,0.288
La Primavera Trompetera,Los Delinquentes,6LtVWxmwaVdEZReUTEeyxE,"0
",0.772,9,1,0.0,255587,4,0.695,-8.581,0.0502,0.387,114.043,0.0938,0.942
Dirty Diana,Michael Jackson,2hubQyLihYSKOeI01mS3vn,"0
",0.746,3,1,0.000287,280760,4,0.774,-5.607,0.0523,0.245,131.391,0.292,0.372
Run,Snow Patrol,0GOCRWZJ0Gx5U4Pr2yDwDA,"0
",0.371,9,0,4.43e-05,354547,4,0.64,-6.02,0.0301,0.000464,74.537,0.168,0.197
Paint It Black - Mono Version,The Rolling Stones,6pvWan5WFd6pyXTn4cJjeo,"0
",0.503,5,0,0.208,224093,4,0.86,-7.909,0.0926,0.0147,159.613,0.366,0.744
Wings of A Butterfly,HIM,0daIjGPD3QMxGgJI0DaLBV,"0
",0.432,8,1,0.0153,211680,4,0.776,-3.474,0.0443,0.0152,128.038,0.834,0.667
Delight And Angers,In Flames,2HWiGpxWnMmn9Cx3CdjTnA,"0
",0.546,10,0,0.00488,218720,4,0.955,-4.289,0.0598,0.00013,95.014,0.0808,0.402
On Call,Kings of Leon,2GLaiGf1gBC5GKdmwYOzrl,"0
",0.307,7,1,0.000804,201800,4,0.791,-5.408,0.119,0.0285,193.356,0.395,0.141
No Air (feat. Chris Brown),Jordin Sparks,17GwsDaOw5Tgg0R9cnAQrA,"48
",0.466,8,0,0.0,264373,4,0.759,-4.978,0.199,0.0521,160.033,0.0587,0.328
Feeling Good,Muse,4izuXPnl234JvumGNh1OSn,"0
",0.345,7,0,1.75e-05,198800,3,0.418,-7.787,0.0316,0.299,109.044,0.103,0.267
DARE,Gorillaz,4Hff1IjRbLGeLgFgxvHflk,"74
",0.76,11,0,0.0868,245000,4,0.891,-5.852,0.0372,0.0226,120.265,0.298,0.966
Don't Speak,No Doubt,5PsUB0ISfQxRLhF5DmI5Ks,"1
",0.522,5,0,2.04e-05,263000,4,0.707,-7.113,0.0354,0.24,76.05,0.156,0.572
Like a Prayer,Madonna,2v7ywbUzCgcVohHaKUcacV,"65
",0.66,5,1,7.3e-05,340867,4,0.629,-12.359,0.0387,0.432,111.926,0.172,0.324
Your Love,The Outfield,5dRQUolXAVX3BbCiIxmSsf,"72
",0.555,1,0,1.16e-06,221840,4,0.757,-7.868,0.0601,0.103,129.607,0.0631,0.582
Fuck Her Gently,Tenacious D,3USOTQdPtZlgVurwaqsdI5,"59
",0.521,2,1,0.0,123667,4,0.297,-7.022,0.0351,0.732,118.681,0.273,0.517
Here I Go Again,Whitesnake,1tQ5TSr1tyeQUbHKBee0jv,"57
",0.484,7,1,0.00017,232800,4,0.877,-5.434,0.0337,0.151,92.975,0.14,0.687
Caribbean Blue,Enya,6qNQcYitWE3mY2WDaTv6Kc,"55
",0.39,4,1,0.954,240373,3,0.431,-11.647,0.0313,0.77,157.63,0.0772,0.682
STARSTRUKK,3OH!3,3fTbgPQcnydStWGXxpoag1,"46
",0.851,10,1,3.09e-06,185533,4,0.633,-5.052,0.11,0.000905,139.944,0.116,0.513
Banana Pancakes,Jack Johnson,582T8vahg6NThRLq4cp6op,"0
",0.816,7,1,8.66e-06,191907,4,0.375,-8.053,0.0996,0.607,114.303,0.0933,0.615
Duality,Slipknot,4cpOvpvvx1upv0HDyZKVQJ,"46
",0.354,4,0,0.000294,252613,4,0.982,-3.026,0.168,0.000237,143.772,0.204,0.194
The Man Who Sold The World - MTV Unplugged,Nirvana,6heaWvOwtcbvjd4sXb73qB,"0
",0.474,1,0,0.000355,230267,4,0.711,-7.85,0.0289,0.366,114.979,0.896,0.374
Hope There's Someone,Antony and the Johnsons,09ZGF6mwJVzw5jxqbtT53E,"52
",0.294,6,1,0.0115,261200,1,0.184,-10.421,0.0405,0.979,141.245,0.143,0.0812
Mama, I'm Coming Home,0S3gpZzlT9Hb7CCSV2owX7,Ozzy Osbourne,0.282,8,1,0.0,251867,4,0.656,-6.557,0.0302,0.0105,139.352,0.0892,0.242
Homesick,Kings of Convenience,0WeqauIUZSjsupDGXsXWsP,"56
",0.437,1,1,0.00775,193453,4,0.393,-8.767,0.0295,0.747,92.048,0.114,0.194
Dance, Dance,4QIAVbGpeb5RdAGW66kY2h,Fall Out Boy,0.62,11,0,0.0,180267,4,0.961,-3.198,0.154,0.00523,114.448,0.0854,0.449
Come Clarity,In Flames,2nMWEqAnNk49UKGC7SWHva,"0
",0.37,10,0,0.346,255713,4,0.928,-4.859,0.115,0.000941,149.714,0.145,0.0965
Englishman In New York,Sting,1yrNoXJopuBtsL5Vj62ESi,"53
",0.676,9,1,1.48e-05,266760,4,0.475,-12.758,0.0367,0.423,102.015,0.105,0.631
Photograph,Nickelback,3hb2ScEVkGchcAQqrPLP0R,"69
",0.513,8,1,0.000163,258920,4,0.877,-3.756,0.0292,0.000932,145.919,0.136,0.389
Pieces,Sum 41,3ly0wJa1lUtpIWHZxymVyX,"0
",0.417,5,1,0.00774,181653,4,0.83,-5.257,0.0347,0.00825,99.927,0.313,0.548
Patience,Guns N' Roses,1p3SJw1Hf2gSpk20iTZB77,"0
",0.458,6,1,0.000254,354400,4,0.265,-14.452,0.0313,0.723,120.411,0.192,0.352
Thnks fr th Mmrs,Fall Out Boy,18GC3F8YPGB8CePXcTUizQ,"0
",0.459,10,0,0.0,203507,4,0.891,-5.057,0.0623,0.00511,154.837,0.106,0.588
Sunday Morning,Maroon 5,4T5cqerbDXueYSVfXkIITo,"1
",0.604,0,1,0.0,244867,4,0.761,-5.227,0.0468,0.0756,88.04,0.062,0.787
Colorblind,Counting Crows,1TLjb9skf1LU94swA1TQCU,"0
",0.358,5,1,0.114,203493,4,0.224,-13.263,0.0312,0.961,107.852,0.116,0.072
Känn ingen sorg för mig Göteborg,Håkan Hellström,2yz5IaQLnO8WBCIWMXoRBS,"55
",0.242,0,1,1.4e-05,228893,4,0.824,-4.151,0.0481,0.000605,119.036,0.286,0.503
Feeling Good,Michael Bublé,3I09LQbHS3NSU46Ly3tPpR,"66
",0.535,1,1,1.48e-06,237333,3,0.548,-6.51,0.037,0.533,115.144,0.123,0.477
All Summer Long,Kid Rock,368S2jjTfDk9Hk9x9YDzwj,"60
",0.702,7,1,0.0,296960,4,0.875,-3.588,0.0283,0.014,103.003,0.0872,0.905
Fat Lip,Sum 41,4dzOxPZFYX77xpMwv4EhnO,"0
",0.405,9,1,0.0,178267,4,0.91,-5.234,0.128,0.000499,196.444,0.0739,0.641
Crawling,Linkin Park,5Za8bsHPb08SZXm0bvbDXy,"54
",0.58,4,1,3.2e-06,208960,4,0.702,-5.565,0.0337,0.0466,105.076,0.536,0.299
Faint,Linkin Park,2uxL6E8Yq0Psc1V9uBtC4F,"58
",0.554,4,1,0.0,162600,4,0.978,-3.554,0.131,0.111,135.095,0.0731,0.594
Welcome to the Black Parade,My Chemical Romance,6wThHqs4np9cLpcNqJ2zN5,"45
",0.217,2,1,0.00011,311107,4,0.905,-4.103,0.0752,0.000289,96.95,0.222,0.236
The '59 Sound,The Gaslight Anthem,6sAbdRWPf9lsSDbXVgmdwG,"0
",0.423,10,1,5.81e-06,189987,4,0.943,-3.93,0.113,0.00102,167.985,0.272,0.429
Mykonos,Fleet Foxes,3RVupqMb1zXl8FNG9TlWBZ,"0
",0.391,11,1,0.000335,275307,4,0.45,-9.251,0.0306,0.417,121.946,0.14,0.344
Lonely Day,System Of A Down,1VNWaY3uNfoeWqb5U8x2QX,"73
",0.47,8,0,1.11e-06,167907,3,0.796,-3.277,0.0336,0.362,113.108,0.133,0.215
Shiny Happy People,R.E.M.,4er8NyQ8cFnZ2b643Tjc44,"0
",0.491,9,1,0.126,224800,4,0.87,-5.99,0.0308,0.00361,124.444,0.184,0.814
Angel,Jack Johnson,0StsGYxWvxpQUrQw8hTo1r,"0
",0.615,3,1,0.0967,122707,4,0.0568,-19.197,0.0434,0.896,176.184,0.114,0.357
Natural Blues,Moby,6vMT6wiCyWKxOZk8am0icA,"0
",0.677,10,0,0.0433,253773,4,0.649,-7.865,0.0316,0.0416,107.986,0.288,0.651
May It Be,Enya,4FEUYR2mcb15i3ar9dTxo7,"0
",0.129,9,1,0.013,211067,4,0.179,-17.081,0.0459,0.98,59.407,0.134,0.0735
Release Me,Oh Laura,7yayzBRi3eAII3y4SAXw0A,"0
",0.644,8,1,4.71e-05,184936,4,0.334,-10.866,0.0299,0.717,120.126,0.114,0.286
Slide,The Goo Goo Dolls,0eG5CqXwJpa5MBjYyg1lRm,"57
",0.371,8,1,0.0,213200,4,0.845,-4.199,0.0399,0.00753,112.198,0.0556,0.471
Dust In the Wind,Kansas,1niesTemAki2TpoMqJmNWV,"0
",0.491,9,0,6.11e-06,205400,4,0.153,-18.88,0.0319,0.318,93.517,0.096,0.381
You Only Live Once,The Strokes,46Y1VsEbWAQ7dIZe1gpnve,"1
",0.63,11,1,0.592,189227,4,0.908,-2.42,0.0326,0.0238,120.522,0.116,0.968
Whenever, Wherever,0RJWhctsc1G1Hg3Ov2th7x,Shakira,0.793,1,0,6.84e-06,197027,4,0.832,-4.861,0.0405,0.265,107.647,0.207,0.865
Suspicious Minds - Elvis Live version,Elvis Presley,21uqk0VElbm5bxCNTR3E6M,"0
",0.313,7,1,0.0287,447093,4,0.693,-11.795,0.117,0.315,133.195,0.869,0.649
For What It's Worth,Buffalo Springfield,1qRA5BS78u3gME0loMl9AA,"76
",0.653,2,1,0.0209,153693,4,0.519,-10.164,0.0497,0.406,98.883,0.101,0.822
What's Up?,4 Non Blondes,7f0jXNMu2xjQUtmKMuWhGA,"1
",0.566,11,0,0.0,295493,4,0.57,-9.875,0.0285,0.156,134.537,0.118,0.491
Don't Panic,Coldplay,2QhURnm7mQDxBb5jWkbDug,"66
",0.602,0,1,0.00616,136867,4,0.612,-8.409,0.0335,0.206,122.062,0.107,0.453
Brianstorm,Arctic Monkeys,1sTZdo8zK6dsH6sqpHNb3Q,"0
",0.431,1,1,0.00184,172253,4,0.981,-4.115,0.208,8.55e-05,165.125,0.154,0.485
Right Here, Right Now,2nXBu5Ra6LGrJJzXHHm0co,Fatboy Slim,0.526,7,1,0.5,388027,4,0.864,-8.08,0.154,0.0127,124.631,0.674,0.0912
Civil War,Guns N' Roses,0EHzXpyi1swR8sMpbVHcLJ,"0
",0.336,10,0,0.0648,462093,4,0.787,-8.803,0.0732,0.0793,140.003,0.32,0.383
That's Not My Name,The Ting Tings,0GrrLYCH8u81aENhC8FBF4,"56
",0.755,9,1,0.0373,310573,4,0.901,-3.152,0.0893,0.0451,145.042,0.363,0.959
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,0wP3e5PzSxafy2TRtlayq9,"0
",0.65,5,0,0.00274,215973,4,0.82,-10.9,0.0356,0.0655,135.982,0.215,0.757
Maria,Blondie,7bOYOD0d7ByMTXvJnQVl8d,"61
",0.548,9,1,0.00255,249427,4,0.8,-6.926,0.0597,0.038,159.654,0.0678,0.805
Stabbing The Drama,Soilwork,0xivQul40hTvzdvr7UBRgI,"0
",0.466,4,1,6.26e-05,273894,4,0.96,-4.186,0.116,8.59e-05,150.038,0.236,0.208
Learning To Fly,Tom Petty and the Heartbreakers,6DRNqyHyHySMMS1GkXt1Jy,"0
",0.651,0,1,0.00103,242107,4,0.766,-9.935,0.0299,0.206,116.74,0.362,0.949
I Don't Want to Be,Gavin DeGraw,6ich2xMH5AR39V85miIAN8,"62
",0.423,0,0,0.0,217760,4,0.862,-5.13,0.0695,0.00791,154.746,0.133,0.462
The Hardest Part,Coldplay,4Tw9JYF9HOuPRyccNWMgwf,"61
",0.5,10,1,0.00398,262880,4,0.844,-5.883,0.0368,0.0228,123.721,0.455,0.445
Under My Thumb,The Rolling Stones,4H5hI3u6LmIRlXnWR89opX,"0
",0.729,6,0,0.234,221573,4,0.488,-13.57,0.041,0.294,127.093,0.0969,0.815
Our House,Madness,0zcJ8MaIrXrExhV8hTkFDB,"0
",0.598,0,1,0.000144,205547,4,0.82,-4.656,0.0479,0.0633,121.243,0.172,0.774
The Logical Song,Supertramp,0ZlUHXpiQeqRYprnycLwhh,"0
",0.627,5,0,0.000152,250493,4,0.672,-9.242,0.0446,0.606,119.791,0.102,0.734
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2XwpGD8FY21fVxgGBCCclp,"0
",0.722,2,1,0.0496,222840,4,0.882,-6.763,0.0348,0.0354,136.299,0.119,0.921
1973,James Blunt,1BV0m40U0M4t1SLIsDnwZl,"69
",0.72,9,1,0.00664,280027,4,0.668,-7.928,0.0269,0.0652,123.007,0.0789,0.768
Radio Nowhere,Bruce Springsteen,4vFGGlxQg6HnGcdpP8CASx,"0
",0.395,9,1,0.0,199067,4,0.955,-3.799,0.0488,0.00962,140.219,0.36,0.658
Red Flag,Billy Talent,0mLS3gBv6Wzv0q6zLcmLD8,"51
",0.648,2,1,0.0,196840,4,0.937,-3.977,0.0892,0.000539,91.469,0.0555,0.679
Soulweeper,Volbeat,2NqbT3vRDjfbuU8nXHOGBb,"0
",0.401,0,0,0.0415,219987,4,0.92,-5.239,0.045,5.14e-06,130.188,0.221,0.425
We Don't Celebrate Sundays,Hardcore Superstar,6Mo2SAMVWRuZzlAunlrguj,"0
",0.456,8,1,4.51e-06,229920,4,0.976,-3.123,0.0724,3.39e-05,149.635,0.155,0.41
Famous Last Words,My Chemical Romance,2d6m2F4I7wCuAKtSsdhh83,"71
",0.467,2,0,0.000152,299227,4,0.883,-3.679,0.106,0.000321,122.252,0.125,0.309
La Isla Bonita,Madonna,6r8k1vznHrzlEKYxL4dZEe,"70
",0.725,1,0,1.63e-05,242320,4,0.612,-10.706,0.0372,0.302,99.978,0.0548,0.965
My Curse,Killswitch Engage,5fodi5z7BngUgku13WtF81,"43
",0.197,10,0,0.00992,244773,3,0.956,-2.908,0.0663,7.61e-05,177.018,0.261,0.209
In My Heart,Moby,5GQyo2o20Y8DV4p5ig4NcL,"0
",0.557,4,1,0.0585,276693,4,0.79,-10.03,0.0291,0.00109,114.005,0.25,0.172
Intergalactic - Edited,Beastie Boys,3gn83PwStatbwHfKwpQ3Od,"0
",0.744,4,0,1.2e-06,231467,4,0.864,-7.353,0.29,0.028,105.906,0.454,0.396
Dreamer,Ozzy Osbourne,1edCFSAq1uhb8WOBvSvVJr,"0
",0.474,1,1,1.07e-05,285933,4,0.643,-6.879,0.0259,0.0459,79.461,0.0955,0.268
Bullet With Butterfly Wings,The Smashing Pumpkins,1EzeXGaZdqsA4Nst1AIAL2,"0
",0.389,10,0,0.86,257707,4,0.705,-10.331,0.0553,5.01e-05,122.154,0.09,0.555
Dreams,Fleetwood Mac,703BT1NQsfIwPFv8MXQ47m,"0
",0.823,0,1,0.00129,254453,4,0.338,-15.899,0.0413,0.139,120.473,0.5,0.785
Let Me Entertain You,Robbie Williams,0SLtqCrXBRrnkxSOMA3X4W,"69
",0.478,10,1,0.00251,262000,4,0.965,-5.022,0.0642,0.000169,125.152,0.0854,0.347
Send Me An Angel,Scorpions,4rBgm0zIGwwAhuUibPehy2,"0
",0.231,1,1,0.00141,273200,4,0.43,-11.601,0.0301,0.448,104.668,0.229,0.155
Like a Stone,Audioslave,3YuaBvuZqcwN3CEAyyoaei,"77
",0.614,7,0,0.0,293960,4,0.568,-5.477,0.0276,0.00797,107.849,0.0997,0.516
Warriors Of The World United,Manowar,2jDUhUeefrZ6xcx9q5jnsC,"0
",0.597,2,0,0.0542,351173,4,0.665,-7.46,0.0359,0.00224,86.997,0.0653,0.204
Aerodynamic - Daft Punk Remix,Daft Punk,37YWwmlRl1GonSwjRuOiEq,"54
",0.568,11,0,0.572,370987,4,0.928,-6.071,0.0733,0.413,122.892,0.111,0.181
The Chain,Fleetwood Mac,2X6gdRlGOQgfaXU9ALUQFQ,"0
",0.546,9,1,0.000567,271000,4,0.529,-13.6,0.0436,0.0629,151.727,0.0383,0.574
Is This It,The Strokes,2pAD0PKMUMtxlMvz33tYzB,"58
",0.664,5,1,4.84e-05,150651,4,0.679,-8.293,0.03,0.149,96.002,0.347,0.804
Galvanize,The Chemical Brothers,4bz7uB4edifWKJXSDxwHcs,"64
",0.745,7,1,0.0222,393813,4,0.714,-3.681,0.0751,0.0141,104.003,0.363,0.365
Wannabe,Spice Girls,1Je1IMUlBXcx1Fz0WE7oPT,"80
",0.768,11,1,0.0,173027,4,0.864,-6.145,0.0324,0.101,110.008,0.162,0.891
What's My Age Again?,blink-182,1hWrl3T1kIH5b9zRHLfCOn,"0
",0.398,6,1,0.000218,148573,4,0.954,-7.373,0.0715,0.0133,157.766,0.0891,0.433
I Want It That Way,Backstreet Boys,0HcSC0BbA1H5zwGCr9xCON,"0
",0.687,6,0,0.0,213307,4,0.7,-5.74,0.0264,0.246,99.042,0.233,0.503
Heart-Shaped Box,Nirvana,6EvgWSbWmQelxrQBmhEdXh,"0
",0.49,1,1,0.00862,279040,4,0.778,-6.968,0.0548,0.0773,99.723,0.087,0.278
Where the Wild Roses Grow (with Kylie Minogue),Nick Cave & The Bad Seeds,074GvM9ED6yWkZhvBNf4Cz,"0
",0.243,7,0,0.000749,237107,3,0.48,-10.544,0.0415,0.414,77.389,0.111,0.13
I Get Around - U.K. Remaster,The Beach Boys,0SJLwuH720Q7uqZURs3d1m,"0
",0.361,9,0,0.0,134200,4,0.697,-5.951,0.0455,0.403,145.193,0.185,0.822
Soul Meets Body,Death Cab for Cutie,5yc59J3MR3tVDPTOgwgRI5,"61
",0.621,2,0,3.26e-06,229413,4,0.853,-5.735,0.0253,0.0767,128.142,0.0893,0.714
Right Here Waiting,Richard Marx,4LFwNJWoj74Yd71fIr1W8x,"76
",0.395,0,1,0.0,264333,4,0.252,-13.589,0.0301,0.8,177.679,0.101,0.126
In The Army Now,Status Quo,2CLXW451BFgjvB9rCIlizC,"0
",0.7,9,0,1.4e-05,281053,4,0.582,-12.196,0.0239,0.0967,104.66,0.105,0.915
Wish I Had An Angel,Nightwish,6H8weEvfzCtffIIcwDOK6m,"0
",0.44,4,0,0.0531,245973,4,0.942,-5.998,0.0554,9.1e-06,79.508,0.321,0.584
Wisemen,James Blunt,3fl78noR9kt12JYKuTAP4a,"58
",0.633,10,1,4.79e-05,221773,4,0.701,-5.969,0.0267,0.253,151.892,0.165,0.634
Radio/Video,System Of A Down,41pOIT2t1rvr2Trg1HQChZ,"68
",0.361,6,0,6.95e-06,249227,4,0.921,-2.468,0.0717,0.173,139.259,0.358,0.466
Black Hole Sun,Soundgarden,1f5s5i721OcbLH8XdSac14,"0
",0.361,6,1,0.000112,318000,4,0.728,-8.519,0.0368,0.000291,105.768,0.0701,0.155
Glory Box,Portishead,68oUQRwGJGExtkpaSvSbgb,"0
",0.494,1,1,0.489,305110,4,0.417,-10.013,0.0362,0.181,119.853,0.0766,0.224
Cómo hablar,Amaral,3DYm7Lp7Fc3xf6WSCq5ntE,"58
",0.606,3,1,1.74e-06,241267,4,0.775,-4.752,0.0291,0.0356,117.357,0.111,0.626
Fans,Kings of Leon,6LEJsHo21kCF3Bf1kpSN76,"0
",0.416,4,1,6.11e-05,216400,4,0.721,-6.222,0.0366,0.0256,103.96,0.141,0.354
Common People,Pulp,5xMAMaVbW3tkjXTmSUBPTd,"0
",0.311,0,1,4.09e-05,349553,4,0.895,-4.854,0.0416,0.00735,145.583,0.0824,0.496
Mother,Danzig,59Xo3BICqRNDdvNquirBot,"0
",0.452,11,0,0.000205,204867,4,0.751,-9.438,0.0565,0.00923,73.285,0.092,0.395
Nantes,Beirut,70WyPf8WtXvG3CgeTZZWz6,"0
",0.541,6,1,0.0102,230200,4,0.533,-9.575,0.037,0.786,131.147,0.138,0.642
An End Has a Start,Editors,4bVnh2aQBhaR0DzTkV30Uc,"0
",0.342,6,0,0.139,227213,4,0.922,-2.404,0.0538,2.01e-05,149.891,0.356,0.53
Drunken Lullabies,Flogging Molly,3nhJpxZXEQTsZwrDUihXQf,"0
",0.373,7,1,0.0274,230640,4,0.968,-4.229,0.0782,0.00132,156.02,0.0848,0.847
Green Eyes,Coldplay,3ou9rSNUQnE7XYmJkUUIOc,"64
",0.608,9,1,6.7e-06,223040,4,0.405,-8.607,0.0265,0.539,129.54,0.231,0.233
Heaven,Bryan Adams,3wvfuyGNtR7ySfRkhtXtO9,"0
",0.394,9,0,0.0,243693,4,0.398,-13.874,0.0262,0.0492,69.979,0.115,0.357
Chasing Pavements,Adele,7nTTpRxhYvFdewPldfOzya,"42
",0.618,5,0,0.0,211173,4,0.475,-6.118,0.025,0.325,80.02,0.112,0.37
