name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
In My Neighborhood,Spice 1,0N8zvlUMfAy3Au9eqeT4wS,0.811,0.487,-13.012,0.309,0.0106,88.965,0.239,0.649
Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,-8.871,0.134,0.244,133.976,0.107,0.522
Expensive (feat. Nicki Minaj),Ty Dolla $ign,0IAkpYTRomExXOUJonNMTR,0.862,0.519,-6.901,0.0798,0.0337,99.055,0.0695,0.262
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,5woaU1FNkqCwg6WzWiQPW5,0.948,0.63,-7.011,0.219,0.00647,100.032,0.0737,0.425
Royal Rumble,Lil Tecca,4CYcWr8Pk3aNfQ03AUUHew,0.427,0.679,-8.405,0.344,0.00103,68.699,0.159,0.311
We Paid (feat. 42 Dugg),Lil Baby,6gxKUmycQX7uyMwJcweFjp,0.926,0.542,-5.064,0.293,0.135,135.14,0.0877,0.564
Patek,Future,76MjtLfZoTNc3BDqUVjuRH,0.801,0.596,-4.72,0.0534,0.00301,120.028,0.162,0.134
Stay Ur Distance,Yo Gotti,3GXDBeiF8ATGHJNWLinWAA,0.832,0.611,-7.337,0.193,0.0091,139.933,0.216,0.682
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3nS9a01VvXHQriLqJYwRqG,0.825,0.458,-7.47,0.0577,0.114,145.115,0.102,0.161
Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,Tyla Yaweh,4Rq2BMG5VWMhb2whSx8bf4,0.504,0.597,-6.237,0.1,0.206,117.974,0.0949,0.557
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2MbdDtCv5LUVjYy9RuGTgC,0.904,0.723,-5.224,0.26,0.0631,145.013,0.185,0.835
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,0.823,0.586,-6.606,0.2,0.114,125.971,0.193,0.347
POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,-4.818,0.261,0.057,163.071,0.134,0.45
WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,-7.509,0.375,0.0194,133.073,0.0824,0.357
Equinox (feat. Day Sulan),YG,5OYBMBUQfRl8PljvVLBCe7,0.907,0.852,-6.164,0.158,0.0329,103.98,0.299,0.232
After Party,Don Toliver,527k23H0A4Q0UJN3vGs0Da,0.629,0.692,-8.045,0.0376,0.00981,162.948,0.603,0.453
War Stories,Tm88,01dKjT7VpaNLBQ65bCB4g3,0.661,0.563,-7.794,0.378,0.0144,160.056,0.0884,0.287
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1H7KnK26kc1YyellpbINEn,0.49,0.618,-5.655,0.104,0.0221,99.7,0.259,0.286
I Like,KenTheMan,387FbePL6TsPJskhXKzvkJ,0.899,0.31,-10.626,0.501,0.314,152.032,0.101,0.687
In n Out (feat. City Girls),Mulatto,0OHjjudOY8MZ5AxfrzYJMH,0.898,0.748,-6.137,0.275,0.511,94.997,0.171,0.661
Rags2Riches 2 (feat. Lil Baby),Rod Wave,0qJeyYAgv6UpvewUxRXAhb,0.874,0.443,-9.628,0.241,0.147,118.004,0.124,0.298
Automatic,Jack Harlow,4t6PoAHfGZ1cV90DiObtWx,0.964,0.769,-3.934,0.0679,0.0426,124.013,0.0917,0.895
Back It Up (feat. Flo Milli),Trap Beckham,4wwMmywSyOo4kIPB0y27mK,0.883,0.546,-3.793,0.142,0.0107,143.988,0.073,0.916
ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,89.977,0.101,0.497
Tip Toe,Sheff G,6ZPU73akrp4hU6Ua2jSjtI,0.849,0.622,-7.273,0.325,0.579,130.14,0.193,0.802
Said Sum,Moneybagg Yo,45npF3MKvCa1sO7s4y7qBf,0.929,0.667,-6.789,0.353,0.0185,126.998,0.1,0.274
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,5esKpsrB3TbGHwFaAjIGMx,0.809,0.68,-4.883,0.222,0.0535,143.988,0.11,0.0653
Aw Aw,Russ,661uLpTZnGob96UcvDhowF,0.852,0.48,-6.364,0.169,0.0307,147.952,0.11,0.503
"The Plan - From the Motion Picture ""TENET""",Travis Scott,551xyaSJsg8hILXFq9JdST,0.433,0.443,-10.568,0.0361,0.0922,79.903,0.117,0.0363
Benz,Young Dolph,0rbina54d2NFscrUXxfK7c,0.895,0.516,-5.844,0.163,0.0419,138.082,0.133,0.117
Don't Be Mad At Me - Remix,Problem,5BG9s0tpkw5ZPDsfhVzwRz,0.868,0.496,-6.885,0.217,0.18,100.047,0.143,0.212
PICK UP (feat. Quavo),DaBaby,5gNOINI5dXZVom2b36LMOd,0.915,0.612,-4.535,0.407,0.0944,129.93,0.115,0.758
Flood My Wrist (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,5Tj4faD9lGyMw8ZatUYR6G,0.904,0.672,-6.544,0.197,0.00382,139.984,0.138,0.398
I Remember,YBN Nahmir,4g4lqloGLEJf6OUO2omcd0,0.866,0.797,-6.616,0.417,0.0225,147.017,0.0851,0.668
Flag On The Play,Blacc Zacc,63w00YkVyL6G7fmtU3tnWg,0.78,0.41,-8.732,0.34,0.141,151.151,0.126,0.331
Shotta Flow 5,NLE Choppa,1orjH4IkSH9VrWmRCToKV8,0.806,0.749,-5.268,0.328,0.0838,140.032,0.0621,0.77
Hood Baby – Remix feat. Lil Gotit,KBFR,0gmUqyJeW8o9Gc4KnQgZdT,0.964,0.57,-7.271,0.395,0.239,126.158,0.122,0.683
In The Party,Flo Milli,52BJrldggFQyTiW8XrILhO,0.919,0.609,-5.059,0.262,0.0096,134.992,0.124,0.418
Stuntin' On You (feat. DaBaby),Tyla Yaweh,341lTIxmhybbQsgydwJiFx,0.796,0.683,-5.165,0.277,0.0111,173.852,0.126,0.737
Go Crazy,Chris Brown,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,-8.932,0.145,0.316,94.148,0.25,0.581
RNB (feat. Megan Thee Stallion),Young Dolph,6aIARN0We3Rf0O2n20J8hp,0.888,0.684,-6.36,0.265,0.0229,84.982,0.458,0.532
Make Em Say (feat. Mulatto),NLE Choppa,4dngUamfm6p0w111i1zyT2,0.658,0.823,-3.502,0.16,0.0103,170.498,0.0801,0.232
On God,Mulatto,7ySc8EB354qhPQKmOw4td0,0.905,0.528,-5.116,0.0721,0.351,105.99,0.149,0.179
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2r6OAV3WsYtXuXjvJ1lIDi,0.905,0.647,-5.065,0.107,0.0187,130.97,0.282,0.367
Mission,Dave East,7EjJZZ62B42pTF7KgT0hg1,0.626,0.655,-9.479,0.308,0.263,99.721,0.122,0.463
BILLBOARD BABY,DaBaby,2r7dK73sLbh1rSIV2lBMkK,0.956,0.742,-5.59,0.144,0.19,120.067,0.126,0.582
Love In The Club,J.I the Prince of N.Y,3XwFYU3YzvdXJ6s9uuJawV,0.506,0.416,-8.137,0.165,0.773,129.481,0.108,0.415
Top Gone (with Lunay),Lil Mosey,0EgkGFmAdFLkZVtbyGlQRe,0.83,0.467,-7.204,0.0872,0.0512,104.017,0.0648,0.529
Make It Rain,Pop Smoke,4TgHt7vKCimpywaiKfl0uj,0.54,0.77,-3.981,0.389,0.194,159.494,0.372,0.565
Woodlawn,Aminé,4FFC7McrnnwAWKbAqbckTP,0.784,0.586,-5.148,0.057,0.159,113.973,0.183,0.824
Cafeteria (feat. Gunna),CHASE B,7l28SBHS3zmKDVnOzG8BM7,0.696,0.672,-5.505,0.0875,0.131,139.991,0.368,0.581
WUNNA,Gunna,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,-9.0,0.255,0.0217,148.009,0.11,0.313
Know My Rights (feat. Lil Baby),6LACK,7fsNNSLGG8Wi0nFbufCU6L,0.789,0.419,-9.874,0.157,0.249,117.988,0.123,0.542
GO,DaBaby,5WpR5mGVRi9NgnKAQsT4eE,0.795,0.823,-4.137,0.252,0.0824,132.92,0.13,0.912
ONE WATCH (feat. Young Thug),Gunna,60XGm1Hmyx7UliCAYjiCd8,0.857,0.511,-8.197,0.0881,0.00064,163.048,0.11,0.336
Prospect (ft. Lil Baby),iann dior,4Zjdzxx0dsavsr7Ehr8fGE,0.816,0.579,-6.097,0.0867,0.203,120.078,0.127,0.43
Money Maker (feat. Lil Wayne),2 Chainz,066sCXoiZWG6xMsoLj1eSi,0.804,0.862,-4.992,0.182,0.189,140.019,0.174,0.721
Dior - Bonus,Pop Smoke,6PnTgx9lyvLGIcPnroCvc2,0.676,0.746,-7.837,0.344,0.0893,142.035,0.412,0.675
"No Suburban, Pt. 2",Sheff G,3VayB5gLZGODx8b7RO1y5f,0.85,0.458,-7.82,0.339,0.476,143.973,0.26,0.616
Ah Ah Ah,DreamDoll,5P7TytllTzHPk5taf6Hcw5,0.832,0.777,-4.929,0.386,0.605,142.969,0.0799,0.819
Move Like a Boss (feat. Young M.A),Fivio Foreign,3T3SeUjR8NhTzSE3NSDxkK,0.798,0.793,-3.926,0.32,0.0665,141.944,0.297,0.494
Right Wit It - Remix,Kalan.FrFr,50HxGXwYa2AQOevMh5O6ef,0.835,0.545,-4.656,0.0389,0.503,100.005,0.0967,0.17
GAH DAMN HIGH,Juicy J,74QDDpNKio3jo0SmLT71nv,0.709,0.617,-8.484,0.335,0.00799,139.32,0.126,0.547
Deep End Freestyle,Sleepy Hallow,4zTPYAf5scZdp0LnwPPeWK,0.876,0.479,-6.687,0.44,0.703,133.858,0.102,0.776
Back At It (feat. Lil Baby),Lil Mosey,07twUUK8jWUCVsrSoEgbLW,0.741,0.678,-5.835,0.355,0.0204,165.106,0.0782,0.718
THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,129.979,0.157,0.28
Over Your Head,Future,0Tcw8w9pvPrZoORgxsNASW,0.773,0.742,-5.453,0.162,0.00198,148.949,0.558,0.35
Girls in the Hood,Megan Thee Stallion,6WbTTAGKrQtCQvmc5BuYfh,0.821,0.863,-3.159,0.353,0.00824,180.013,0.0377,0.874
Loose Screw,30 Deep Grimeyy,4fAeqd0YCun1qWC9oXZexA,0.768,0.788,-5.823,0.258,0.187,100.02,0.632,0.526
Blueberry Faygo,Lil Mosey,6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,-7.909,0.0383,0.207,99.034,0.132,0.349
Not Friendly,Flo Milli,2le8xbpMJ1aA0SpJZRMbRw,0.878,0.793,-4.744,0.188,0.0539,139.99,0.0934,0.656
Perfect,Logic,5jbDih9bLGmI8ycUKkN5XA,0.769,0.829,-5.228,0.0661,0.00948,159.943,0.301,0.648
How We Do It (feat. Wiz Khalifa),Shoreline Mafia,5ZFZRz1zPgYFxJK1yuAzbK,0.873,0.79,-6.262,0.0684,0.028,111.989,0.381,0.367
Moana,G-Eazy,1Tfxi7N3DW4zvAuVjt9g8X,0.753,0.502,-6.879,0.264,0.0439,205.895,0.128,0.349
Need It,Migos,6mtjo5kIHKlboGE84lf1FJ,0.852,0.745,-3.667,0.171,0.0313,148.007,0.0824,0.897
Convertible Burt - From Road To Fast 9 Mixtape,Tory Lanez,2AUdkFhVlngknqGHu30VJQ,0.848,0.809,-3.958,0.21,0.0586,133.037,0.128,0.756
Turn Left Turn Right,Smoove'L,4fgudyASCAjUf3jaY4Esmk,0.746,0.689,-6.447,0.365,0.0163,145.987,0.126,0.734
Kirk Franklin (Feat. Mulatto),Duke Deuce,3F8oD67syaz0Hp68FXznni,0.903,0.621,-4.571,0.203,0.0076,147.997,0.0987,0.167
Not A Rapper (feat. Lil Baby & Yo Gotti),42 Dugg,0qnHywpYq7D2SGMpuHEasL,0.888,0.715,-3.377,0.274,0.128,120.106,0.0898,0.557
Yea Yea,Blueface,1kHAeOQmufpGAbbrjYLcQL,0.919,0.566,-6.14,0.301,0.0596,106.988,0.334,0.734
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,0gO3E51A3fqp0ypJ26QbVP,0.784,0.632,-6.083,0.347,0.156,124.603,0.605,0.746
Bleed,A Boogie Wit da Hoodie,3calQ6T24KiVOWlRKr7rfl,0.698,0.572,-7.735,0.198,0.135,71.446,0.154,0.391
Roses Remix (feat. Future),SAINt JHN,1KyZ4rUiW2lkqGNLQYKpcC,0.941,0.463,-5.993,0.113,0.0247,127.003,0.192,0.312
Pussy Talk,City Girls,5EzL7hGT9g2Tvqsy158Lu9,0.943,0.641,-5.598,0.191,0.0016,99.099,0.211,0.242
Turks (feat. Travis Scott),NAV,0lSZh5W0wDeurkGzLYY6hf,0.893,0.618,-4.425,0.112,0.0827,119.099,0.542,0.389
6locc 6a6y (feat. NLE Choppa) - Remix,Lil Loaded,60eZwR3BMCP2yVkUBsD69O,0.862,0.673,-9.111,0.3,0.277,125.101,0.101,0.801
BIG (feat. Rubi Rose),Day Sulan,2ZSQWhxpNwAbHG3n3V5Ol1,0.904,0.729,-7.279,0.0792,0.0619,131.009,0.0676,0.619
Jobs,City Girls,22IWDKdWDgx2cAx5RuDgty,0.884,0.592,-6.06,0.3,0.000938,160.007,0.0812,0.664
Walk Em Down (feat. Roddy Ricch),NLE Choppa,4cSSL3YafYjM3yjgFO1vJg,0.867,0.744,-5.171,0.227,0.268,84.005,0.0713,0.645
Racks 2 Skinny,Migos,568OIKgeHyGRD3uWR44JbO,0.814,0.584,-5.425,0.0819,0.00839,141.016,0.0646,0.405
Wet (She Got That…),YFN Lucci,4GurWpxvH3NoWz9f9wirPq,0.695,0.642,-6.13,0.195,0.238,128.029,0.359,0.316
Levi High (feat. DaBaby),DaniLeigh,5Pj5LI8U5UfaGEEBsyr18N,0.916,0.682,-3.965,0.334,0.0629,142.12,0.0801,0.67
Lions & Eagles (feat. Meek Mill),Tee Grizzley,2jZx9wy7JVYYF2Yxe6fUNl,0.786,0.739,-3.51,0.286,0.34,96.075,0.18,0.297
Play Wit It,Renni Rucci,68IqJWXpbirSPtqji9lSsd,0.954,0.447,-8.78,0.398,0.0429,129.963,0.112,0.363
Wetty,Fivio Foreign,2n5tZGBgPZ4qeQH7UcTJgN,0.538,0.678,-5.611,0.381,0.0519,70.444,0.119,0.524
Shimmy (with Doja Cat),Lil Wayne,2z4eJOcmzeopzffNpor4vt,0.902,0.706,-4.643,0.204,0.0459,98.034,0.0682,0.955
Savage Remix (feat. Beyoncé),Megan Thee Stallion,5v4GgrXPMghOnBBLmveLac,0.822,0.743,-4.772,0.28,0.016,84.459,0.127,0.636
Right Or Wrong (feat. Lil Uzi Vert),Shy Glizzy,7unBeez1kOFW4NyfxVPXfG,0.769,0.785,-3.289,0.273,0.0486,148.017,0.0842,0.652
Split It,Doe Boy,3EATISg39vr81RXoosDtil,0.893,0.768,-3.065,0.29,0.16,140.07,0.204,0.751
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,0JjM9bKm4wrwohMslcm892,0.803,0.759,-4.692,0.0494,0.00509,104.0,0.0921,0.284
Headlocc (feat. Young Thug),Yella Beezy,32lECHmQimK363xwXhRUJq,0.961,0.571,-4.002,0.177,0.0129,125.011,0.0472,0.64
Take You Back (feat. Kehlani),Russ,50CXGLOqdsztp42DuJmJ8k,0.917,0.444,-9.939,0.265,0.0828,125.054,0.116,0.185
Love Cycle (with Summer Walker),Toosii,0Oc29d8rPreXMPEsOvHCvD,0.789,0.424,-9.325,0.277,0.0526,126.93,0.0795,0.436
Mood Swings (feat. Lil Tjay),Pop Smoke,5rZlwNFl01HqLWBQGryKSm,0.48,0.602,-6.335,0.368,0.487,179.798,0.0848,0.269
Rollin,Ryan Trey,0qgmAYknGcfr9r9eLGM1Vh,0.574,0.427,-6.826,0.229,0.651,103.979,0.11,0.23
GREECE (feat. Drake),DJ Khaled,35RJhm1pEovTBwnNR0zWad,0.695,0.343,-10.798,0.0432,0.0743,85.84,0.107,0.229
Let You Down (feat. TyFontaine & TheHxliday),Internet Money,3Hj6IamoIttqWqiKpEcUN8,0.51,0.516,-7.599,0.107,0.342,111.941,0.0968,0.427
Go Crazy,Chris Brown,5E1aFH3QO8NHlocnXIPTYo,0.755,0.578,-8.932,0.145,0.316,94.148,0.25,0.581
What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,-8.493,0.353,0.65,83.995,0.133,0.543
Replace Me (feat. Big Sean & Don Toliver),Nas,1uJ5X7MrxTr21lG5ssm5fT,0.674,0.782,-2.512,0.101,0.172,84.927,0.86,0.694
Do To Me feat. Jeremih,The LOX,098FfxMmKJaAcJnAyxmNG4,0.58,0.86,-4.358,0.256,0.359,91.643,0.154,0.8
My Body,Mulatto,1PeXadW5tXPZWG8AIzKPOv,0.75,0.711,-6.771,0.254,0.106,134.946,0.34,0.495
My Affection (with PARTYNEXTDOOR),Summer Walker,2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,-8.335,0.143,0.333,77.083,0.0941,0.233
Butterflies Pt. 2 - Wale Remix,Queen Naija,2Ucbz9AR0ybbwm6JM2p9Gk,0.573,0.753,-3.43,0.134,0.492,139.645,0.113,0.424
Easy (feat. Summer Walker),Aminé,5AMJhqZCE2FkvbCSLlABaX,0.748,0.664,-4.228,0.183,0.127,85.041,0.062,0.722
Young In Love,Jaden,4aQNjbxTjgHmmIrQbn2AFx,0.732,0.633,-6.404,0.271,0.527,99.044,0.174,0.629
Why,Russ,59RITxtMULUJbqkit9kmAY,0.67,0.451,-8.85,0.0403,0.848,78.35,0.0377,0.469
EMPTY WISHING WELL,Wale,6zK8yKd1QN9D8WTkAMlGuA,0.532,0.523,-6.984,0.252,0.531,131.06,0.384,0.543
Love Sosa,Sosa Geek,0G3mpBnkukzmIVhiUdEpM6,0.772,0.577,-7.592,0.452,0.154,179.966,0.0621,0.402
Secret (feat. Summer Walker),21 Savage,67lKDoCZbRCJDa4RT68eme,0.727,0.496,-10.386,0.178,0.0893,130.061,0.0987,0.504
Molly (feat. Sheff G),Sleepy Hallow,3m49rgJQUz5GU07RWjf5SH,0.812,0.385,-9.676,0.416,0.787,133.993,0.103,0.742
What It Is,KYLE,5gC5GY6XzSzrzSByUpOBUc,0.84,0.304,-6.52,0.101,0.0732,76.474,0.115,0.656
Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,-7.813,0.253,0.345,93.924,0.165,0.116
Entanglements,August Alsina,6TFGUXmdBVux66s5BgEvd0,0.59,0.772,-3.599,0.172,0.264,155.852,0.34,0.748
The Sun (feat. Bryson Tiller & Raphael Saadiq),KYLE,6Hi6Y4vSJH03Wj4w6iEBPs,0.85,0.502,-7.593,0.0446,0.397,100.961,0.0975,0.589
Beautiful Girl,J.I the Prince of N.Y,2gYNouM6fczhI5wYITwDUW,0.715,0.536,-7.374,0.19,0.484,111.841,0.0772,0.544
Boomin (feat. Missy Elliott & Future),Teyana Taylor,6tCV8RZVP7zW59Ybxj6COL,0.548,0.398,-8.187,0.293,0.359,127.899,0.291,0.579
END OF DISCUSSION (feat. PnB Rock),IDK,6ndshPoBcMTgZO43UC1GpI,0.72,0.651,-7.37,0.185,0.031,82.464,0.354,0.382
3AM,Russ,6xRNqXP3baPR9buXr8vreM,0.569,0.657,-6.639,0.0425,0.108,73.008,0.108,0.111
Can I (feat. Tory Lanez),Kehlani,0uDdI4fAXCuNhQbmxENdsO,0.493,0.786,-3.948,0.233,0.454,117.03,0.0992,0.535
Faces,Buddy,4NjbzRRuJWs9EPtIhk4tvq,0.732,0.503,-7.54,0.16,0.157,119.781,0.277,0.445
We Can Do It,Rah Swish,0drmBUDIIbLuKyce08H6Ku,0.542,0.785,-5.4,0.368,0.06,133.477,0.523,0.759
What's On Your Mind (feat. Jacquees),K CAMP,0te0mYcVMqRLc4vuDjZ0Yg,0.633,0.471,-9.284,0.282,0.028,129.17,0.166,0.375
12 O'Clock (feat. Jacquees),Ace Hood,3aP21nzH8QYEr4yDmNorEu,0.844,0.414,-9.643,0.0839,0.069,133.036,0.174,0.493
Unbelievable (feat. Kaash Paige),24kGoldn,1BEre9NGa02ItxQaGaD1SB,0.387,0.484,-7.683,0.053,0.681,102.03,0.237,0.443
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",H.E.R.,6MO2bfLHKykUgCChFdw91H,0.815,0.513,-8.363,0.244,0.0145,96.982,0.14,0.17
Who You Loving? (feat. G-Eazy & Rahky),DreamDoll,3GHVwyXywVrxAJuqTGxUUM,0.573,0.747,-4.558,0.196,0.275,97.327,0.147,0.43
Flaws and All - Lil Durk Remix,Ebenezer,2tlp5BS5ap8aQJ0x5naXLJ,0.746,0.452,-10.395,0.128,0.303,145.959,0.261,0.581
Bacc Seat (feat. Ty Dolla $ign),Roddy Ricch,6In6SkveIw26thdYRhHTVX,0.783,0.524,-6.828,0.115,0.0404,144.989,0.087,0.153
Away Park,Kota the Friend,11isa6vd9bEXBAaM8BIKbG,0.616,0.488,-9.748,0.492,0.79,129.322,0.151,0.373
Fuck Around,Tink,1ORVLNzJKvmhgO9QFdlh3j,0.649,0.676,-3.795,0.152,0.437,106.626,0.118,0.408
SexBeat,Usher,6u7nfDFpwoDhtnXv9eRI5C,0.566,0.827,-4.895,0.0799,0.00378,119.795,0.173,0.106
Ice Cold,K CAMP,2ZLXySbOZbdg1uLpC48zzJ,0.939,0.438,-5.857,0.126,0.0692,118.007,0.138,0.625
L.O.V. (feat. Ann Marie),Shordie Shordie,4YFoJ6sCZZRv03MaKkAPjc,0.629,0.7,-5.387,0.114,0.0776,152.012,0.09,0.766
SAD SH*T,DaBaby,6ChpgWt7s2ksM1Y3l0D9sk,0.835,0.466,-8.949,0.391,0.195,124.885,0.372,0.562
For The Ladies,Buddy,4baHf18XINTgcCwhXBez4a,0.889,0.415,-6.989,0.0719,0.0134,126.92,0.874,0.722
Penthouse Red,Tory Lanez,0nh0CYu2oWeHr10rwgweTc,0.518,0.55,-8.705,0.476,0.0453,84.369,0.137,0.224
Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,3Wol2exesJNRrj6hGZ6R8s,0.518,0.702,-6.91,0.208,0.128,134.965,0.075,0.878
Same Thing,Lil Baby,2XEsbmynS9dLSzNSuZzfXF,0.902,0.85,-6.39,0.358,0.0389,120.132,0.0838,0.556
She Think,Buddy,5228a1Wi1SQVVLLwK8vbEV,0.882,0.735,-5.372,0.115,0.153,149.949,0.103,0.723
Make the Most (feat. H.E.R.),Lonr.,5NWgHc5T5HlG0Nz9FgmZT1,0.592,0.693,-6.918,0.359,0.366,78.123,0.0807,0.837
Black Girl Magic,Patoranking,6CVUbSUCw5SeWk2S7f7vTN,0.831,0.556,-7.319,0.104,0.0856,108.037,0.0606,0.549
Cool Me Down (feat. Wizkid),DJ Tunez,5EVEYkrTzqm3Q4ZVXXL02n,0.783,0.809,-5.689,0.0668,0.0813,101.043,0.109,0.904
Temptation,Tiwa Savage,66ABSWrCRWaiCOIvXcvmkD,0.698,0.785,-5.854,0.0514,0.249,104.911,0.197,0.607
Jolie nana,Aya Nakamura,34FbkFgAbv4ffvhL2XQMVm,0.813,0.64,-5.908,0.272,0.269,92.989,0.131,0.488
Ababulali,Nasty C,4qmTY8yaMYQpZW1byhywWV,0.717,0.716,-7.834,0.0743,0.0853,101.484,0.33,0.35
Jeshi,Harmonize,3WU4mcgDNDwvOh5yvvUkiR,0.777,0.793,-6.183,0.148,0.539,96.92,0.172,0.899
Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,Master KG,6Qa0wHpaiaIzXgMptP3rxV,0.837,0.449,-7.019,0.0554,0.0301,124.021,0.0604,0.825
Champion,Fireboy DML,2fY21NO9Y9Z2pWCdMTeXkR,0.816,0.751,-6.21,0.0493,0.0606,94.98,0.103,0.25
Slow Burner,Larry Gaaga,1cH8NrwMXJxcCow3DkO2Sj,0.809,0.526,-6.132,0.0915,0.393,105.001,0.104,0.484
La go,Kiff No Beat,4IFDRbtOevI43UUGyFSMig,0.751,0.701,-7.156,0.0711,0.458,97.022,0.251,0.64
Onyeka (Baby),Burna Boy,5gsvgZuxT41OWmH03SBT8J,0.826,0.687,-5.155,0.0759,0.147,102.025,0.102,0.29
Say Cheese - Remix,KiDi,0uNZ77FulqBuacdDEysX6E,0.817,0.82,-3.131,0.1,0.406,103.03,0.291,0.561
Surrender,John Hamilton,4uIyhojfZ8WdJCAwYHRilm,0.726,0.79,-7.401,0.0738,0.0115,120.008,0.157,0.598
Ubomi Abumanga,Sun-El Musician,1Eum24tziiY0sRBRx7hWBb,0.77,0.697,-11.876,0.0401,0.0624,117.006,0.0404,0.219
Toe Toe,Krizbeatz,02SXIw6mDZgL4bteTK0qPK,0.837,0.569,-5.883,0.29,0.0563,114.079,0.129,0.638
Ngongingo,Baba Levo,2wXDjxwRYOUihUIBMMrcCH,0.936,0.874,-3.572,0.0755,0.182,126.013,0.406,0.954
Shocker,Ofori Amponsah,6UlZYS2z0N9ydICNQTvCih,0.798,0.817,-2.47,0.045,0.0392,101.973,0.12,0.966
Ogaranya,Reminisce,5VT7X8xKhWT75g2ZifzeWw,0.794,0.742,-6.497,0.103,0.0352,100.002,0.124,0.657
Whine It (feat. Sauti Sol),Patoranking,5mFGk1g417gDhAvrafXjEK,0.853,0.547,-7.737,0.284,0.314,100.081,0.0933,0.745
Smile (feat. H.E.R.),WizKid,3Rp8FNCr3yxM3fGFy99LN8,0.673,0.74,-4.945,0.0847,0.0258,90.026,0.127,0.723
Fall,YungAce,4ZXmkZU9KiiMsshQ0IKAxH,0.632,0.787,-5.032,0.0376,0.0944,105.957,0.296,0.453
Pretty Girl,Adekunle Gold,6G7Jnkix0H7nBxqjqGbD50,0.8,0.751,-3.604,0.0781,0.00969,93.999,0.0381,0.646
Koroba,Tiwa Savage,6MzjLOHzkqoi7667ysz41k,0.85,0.645,-6.302,0.0611,0.358,104.022,0.09,0.93
"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,6iC4xfqow6iAsRhPh5IrWz,0.755,0.645,-6.933,0.0944,0.625,99.889,0.197,0.695
love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,140dx97IbJbQhIMd7AaHeb,0.655,0.708,-6.403,0.141,0.568,186.017,0.113,0.525
True Love,Yemi Alade,3yiIg93xEe1OGcaR0t9BUn,0.749,0.602,-5.097,0.0798,0.0313,120.022,0.0337,0.965
Konnect,Maleek Berry,6UWxqzIvzwgLKl7ixXJvqu,0.825,0.543,-6.249,0.0385,0.581,113.98,0.104,0.898
Ada,Kizz Daniel,0P8FdjOB2OYAO6mmnoMJmE,0.711,0.752,-4.052,0.201,0.245,175.045,0.0664,0.956
My Everything,Sauti Sol,5OB9O4aHm8IlB1FOoQFRXm,0.607,0.679,-7.277,0.113,0.141,175.861,0.327,0.331
Good Morning - Remix,Stonebwoy,6ljm6GV2a6FiyG7Gt8Kged,0.889,0.693,-5.767,0.127,0.371,110.047,0.0898,0.695
Sponono,Kabza De Small,6V06P7LboO5FaYi13nQANw,0.899,0.558,-12.303,0.0796,0.0533,113.011,0.0218,0.401
Momo - Mobile Money,Kelvyn Boy,699TWY18PQcoXRO1NMh7Qf,0.796,0.7,-5.799,0.0368,0.74,108.015,0.16,0.547
Puissant,Didi B,333OsSoG1vX5W8N8mY1YKI,0.933,0.654,-8.383,0.206,0.123,120.949,0.215,0.516
