name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Home,Makeout,46Z4ApLfzQpWrPYuqV4a6V,0.636,0.951,-3.272,0.108,0.0218,129.971,0.645,0.559
Carhartts & Converse (feat. Mark Hoppus),Super Whatevr,5gZEWg5YT9fZHyw7sAH4o3,0.504,0.784,-5.505,0.0607,0.00103,154.979,0.366,0.78
This is Forever,Forest Green,1KFMSqJnKQTX7EcaxH67hH,0.399,0.682,-7.816,0.0366,0.00117,188.026,0.177,0.126
Fight It,Ouse,4zYdOhICwdBYkSTG2W4v6p,0.516,0.712,-5.67,0.0389,0.000119,141.963,0.1,0.437
Fake Reciprocating,Up from Here,77bCQDCjX9Oe8Xd2B0fuga,0.491,0.799,-5.486,0.0294,0.00815,157.958,0.0856,0.498
caroline,lil rxspy,2WxB1yMEPUPAILo8BdEUFa,0.621,0.904,-5.411,0.135,0.0391,92.969,0.0967,0.822
Warn Me,Tigers Jaw,3FfmYyYHN47nLxPuJ84M0y,0.57,0.934,-3.371,0.0429,0.0011,141.016,0.146,0.69
Choose Life,POORSTACY,41RFlQraiq9x4bUZzyvN84,0.548,0.967,-2.759,0.0898,0.00364,105.949,0.461,0.526
Brand New Vision (feat. DE’WAYNE),Point North,0SQJtS2ziUpqkBqaRbOPYX,0.45,0.96,-3.284,0.193,0.00269,158.147,0.143,0.508
Fall,Neck Deep,4Nqn5k7rifapbS2Kt15g8h,0.438,0.89,-5.247,0.106,0.0078,82.653,0.118,0.501
When You're Around,Jutes,4C3vAnXJmFR2McECc1du5l,0.629,0.594,-5.998,0.0302,0.342,92.007,0.142,0.441
Letting Go,Lilac Kings,0HwyetA6SnMyXQMTUD40Se,0.555,0.952,-4.093,0.0719,0.000274,144.994,0.343,0.453
Enough,The Scene Aesthetic,3r9xPs2waUOzUSQsc9RvLl,0.452,0.54,-8.57,0.0311,0.000119,124.999,0.111,0.242
Wolf Boy,Incase We Crash,7uv654mZzZWHY7Lj9pnXsl,0.45,0.913,-4.075,0.0537,0.00338,172.111,0.101,0.584
Jesus Can't Save You,DC The Don,3I0LB9kaFoeGl6pb2RHzDJ,0.303,0.602,-4.248,0.0445,0.0502,167.596,0.06,0.0683
Biddy,Emery,5AbNazhwuq3Iu73BX5nbct,0.299,0.866,-7.18,0.0641,0.00872,164.941,0.152,0.748
The Raging Sea,Broadside,1tuMs6uoZluWi6JSyPozXr,0.555,0.864,-5.495,0.0463,0.0717,132.983,0.0929,0.408
SICK OF ME (with Travis Barker),GARZI,5tNo5zN9MBzPNooKlfYWmJ,0.596,0.784,-6.69,0.0313,0.000986,135.031,0.13,0.253
I Can't Sleep,POORSTACY,1gckzXZppc8a5qHZy4MCZJ,0.622,0.656,-5.159,0.0393,0.00862,135.006,0.12,0.268
Angels & Demons,jxdn,4GUj9MfPPkjpZskxb45uiX,0.554,0.8,-3.936,0.0395,0.119,115.056,0.629,0.463
Big Sad,Balancing the Different,0r2gvhn9QfmqN8SwhpP5Xy,0.693,0.762,-6.357,0.0368,0.00477,119.978,0.0769,0.389
In Loving Memory,First and Forever,69xq52Yl3XgWRPIAOwfaYY,0.371,0.937,-3.542,0.0512,4.43e-05,84.771,0.538,0.628
Long Distance,august brodie,5I7FOcPuZUPCNsm3PWKqT5,0.785,0.584,-5.501,0.0308,0.42,110.055,0.512,0.496
Anywhere but Here,Easton,2051YnSoPJLnvhO1HgitzX,0.499,0.887,-3.631,0.0535,6.13e-06,92.004,0.0675,0.655
Brush Back,Gleemer,1vXt2d3QwSTYKhgw1pZwMZ,0.511,0.639,-6.493,0.0253,0.00199,164.044,0.162,0.524
Sew Your Mouth Shut,Glass Tides,2Ox3o7oxmyDCbwTJl2l8YF,0.53,0.962,-5.108,0.0821,0.000836,144.975,0.34,0.35
realtree,boyband,2J3z8ARclylMrFZ0VS9HPL,0.636,0.699,-7.759,0.0398,0.00337,127.022,0.503,0.12
He a Bad Guy,Leo IV,3fbsX0zkyDN3Ae2huke2ae,0.521,0.669,-11.287,0.0446,0.0682,171.014,0.127,0.438
Out of Reach,Heavy Hearts,2SEf5vymF45MFR49zwd4Iq,0.505,0.794,-7.087,0.0396,0.000913,115.031,0.118,0.32
Brand New Kids,Boston Manor,4Qy2T86NOAXbeTvuQ8rN0y,0.465,0.831,-3.13,0.0359,0.000482,97.562,0.0897,0.215
bloody valentine,Machine Gun Kelly,1bWEngw5tAF7vWByrf5Oy5,0.52,0.856,-4.228,0.0806,0.000193,160.083,0.157,0.47
Joy Notes,Rich People,1wXMDIfGsQtercGl4X2qxe,0.505,0.854,-3.228,0.0364,0.00321,127.015,0.0971,0.293
Tone,Go For Gold,56jon54HeRd8lsvWME7XsJ,0.277,0.915,-5.035,0.0349,0.0209,135.087,0.196,0.891
A Million Pieces,Point North,0nEHlpHREf5bFjT0UEhtVX,0.488,0.82,-4.681,0.0506,0.00663,144.766,0.121,0.428
The Lighthouse,The Used,5rnWJiqTb5mN5Cr3sKtxeU,0.654,0.812,-3.71,0.039,0.00967,125.057,0.117,0.429
Under The Weather,Lil Xtra,6Dj5XM1Jp2s0oPmXMLh563,0.62,0.841,-5.582,0.0337,0.0302,89.015,0.0839,0.13
Shh!,Stand Atlantic,2njh4onOr3nyACxc7c8vPp,0.531,0.926,-3.88,0.0481,0.000131,97.518,0.473,0.534
Empty Room,POORSTACY,4c9opTcbXuZ8DAbdVF8Kya,0.386,0.759,-6.645,0.059,0.00106,219.948,0.419,0.657
Everyone Knows,Jutes,3nOwNZLewhpiuX8W1smZih,0.823,0.493,-5.287,0.0398,0.00266,115.017,0.105,0.607
Comatose,jxdn,1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,-5.104,0.343,0.00462,162.005,0.451,0.556
Dangerous,Seether,07YAkI4MUIBku8cSJQ2Iz5,0.599,0.901,-4.842,0.071,0.000766,100.995,0.0597,0.536
Ohms,Deftones,6mfrK1kvsOjiiH64Ier962,0.112,0.978,-2.64,0.117,0.000108,173.097,0.117,0.371
The End / Undead,Zero 9:36,5gl4cjvtQwM9MXtQHrJK7i,0.568,0.968,-3.669,0.136,0.0025,108.032,0.371,0.664
Parasite Eve,Bring Me The Horizon,5OxclJsdFESni44YlpNpkR,0.589,0.797,-5.464,0.15,0.0289,102.489,0.383,0.232
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),The HU,3NMel0L1RZfekf2wLABmj2,0.375,0.895,-3.846,0.0605,0.0221,172.129,0.661,0.67
The Shift,10 Years,6kHDKPCxgANtgHbZ84Lc0B,0.498,0.949,-4.367,0.0575,0.000324,95.027,0.0783,0.517
Blood From A Stone,Sevendust,3E67SH1aQjwRBvQ9jphK6c,0.527,0.941,-6.254,0.0795,0.0001,105.003,0.168,0.393
Flowers On A Grave,Bush,3oQYe7FdyIzyQXZtoO0TPc,0.183,0.847,-4.126,0.0664,0.000692,92.09,0.164,0.416
Scars That I'm Hiding (feat. Anders Fridén of In Flames),From Ashes to New,0UOtF2ojhKGYEjvZ28ZA6d,0.492,0.93,-3.826,0.0396,1.17e-05,126.039,0.307,0.431
Into The Dark (feat. Kellin Quinn),Point North,2b0ki4EJ3WhObwx30dyIdf,0.544,0.918,-4.03,0.0509,0.000487,95.021,0.409,0.6
Another Life,Motionless In White,0YZEYxd1oiqZRFhnnmTKKi,0.39,0.939,-3.828,0.0787,5.08e-05,161.997,0.0968,0.495
She Couldn't,Linkin Park,11LguGpEjOklkNQr70nrHQ,0.664,0.734,-5.848,0.0462,0.0614,97.997,0.126,0.864
Listen To Your Heart,Through Fire,5RkRWueNivukEN8yNQwNA3,0.189,0.878,-6.256,0.153,1.67e-05,170.045,0.13,0.379
King Of Misery,Saul,45tCDAsDDxiCdyWCFtCjgR,0.508,0.958,-3.915,0.0451,0.000413,139.942,0.0721,0.766
Talk to a Friend,Slaves,74SEdRYWaNerEpJZZW3VBs,0.395,0.934,-3.581,0.0757,0.0797,169.914,0.245,0.628
World Keeps Spinning,Theory of a Deadman,62CoqBSo6NUdiQQTIKQQAM,0.552,0.835,-4.848,0.0384,0.0392,75.015,0.0989,0.335
Every Time You Leave,I Prevail,5icbZiF6lcuEORG0UzMsS2,0.473,0.749,-5.047,0.0287,0.000466,150.022,0.0883,0.167
NO WAY OUT,The Word Alive,473gsXF8axYSsplgUfnbXf,0.386,0.92,-2.906,0.306,0.00304,156.991,0.341,0.518
Leviathan,Volbeat,4M7oDScM3tWQUpQcegjPuI,0.545,0.86,-4.053,0.0383,0.00347,90.004,0.0884,0.5
Space,Hands Like Houses,6IvXUOR3cAcItWmRdsrFNl,0.509,0.822,-5.073,0.0818,0.0038,153.966,0.114,0.539
Take Me Away,Ayron Jones,4CEqDmkqD7illXHuym76V6,0.475,0.844,-4.448,0.0622,0.00012,156.136,0.221,0.554
A Little Bit Off,Five Finger Death Punch,6GqqGv8frU7kqzXkm2rewI,0.664,0.828,-6.053,0.0404,0.00839,103.985,0.294,0.82
Someone Else,Loveless,2difkxoCWFI8heCIu8deOE,0.44,0.872,-4.9,0.0792,0.0102,159.854,0.13,0.389
CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),Corey Taylor,6fGw5N35sPLcmyN5T3XRv7,0.569,0.987,-3.565,0.0492,0.000506,100.975,0.315,0.509
World On Fire,Daughtry,7BPK61iM3LKNMv1qVOjIyf,0.216,0.924,-4.783,0.0888,5.44e-05,169.466,0.308,0.413
Popular Monster,Falling In Reverse,4GssB27iJeqmfGxS94Tfij,0.461,0.897,-3.982,0.092,0.00821,165.107,0.0965,0.358
DOA [Feat. Joyner Lucas],I Prevail,78fUyqhfdpL5aaD12QSGCi,0.372,0.479,-8.218,0.0411,0.00173,175.134,0.147,0.08
TRIALS,STARSET,23wrmyJ1S2sjeh2dFN5P9k,0.478,0.667,-6.806,0.0537,0.000358,105.799,0.121,0.248
WE ARE CHAOS,Marilyn Manson,6lsOCdPt1gUKjlysphTbPE,0.372,0.872,-3.582,0.0568,0.00104,137.038,0.357,0.273
Mindreader,A Day To Remember,2hVKFfp7Rmr2XPK31jFCrX,0.471,0.947,-3.062,0.112,0.00065,164.04,0.305,0.524
Idol (feat. Tech N9ne),Hollywood Undead,3bLU7rl0xkgzcLPYHO3HuK,0.484,0.793,-6.797,0.211,0.00069,184.617,0.153,0.106
MAKEMEFEELALIVE,You Me At Six,0Bo3nppNUXWMq1sFVsXIll,0.547,0.986,-1.789,0.0816,0.00259,135.014,0.31,0.516
Revolt,Fear No Empire,6OpJmZltXIDFtdAroRWr0g,0.488,0.99,-2.874,0.219,0.00494,160.089,0.127,0.169
B12,Grey Daze,2NVrALq8HUj3Y0NKC4AjGw,0.475,0.922,-5.136,0.0452,0.00738,154.99,0.07,0.535
Sober,Bad Wolves,6Uaqf3LCwuVebfm5u3ndq9,0.456,0.813,-6.663,0.047,0.0111,157.031,0.174,0.619
Wake Up,Smash Into Pieces,2q9og3lbX4cdRaZMKVmlSY,0.648,0.931,-3.299,0.0562,0.014,124.996,0.123,0.588
Talk To Me (feat. Lzzy Hale),Apocalyptica,00i9VF7sjSaTqblAuKFBDO,0.409,0.877,-5.865,0.0602,0.00329,177.928,0.222,0.403
Every Time You Leave (Feat. Delaney Jane) - Live Acoustic,I Prevail,11MSSonvzz9Fu8RTdTXnqd,0.553,0.449,-5.857,0.0322,0.635,77.633,0.255,0.381
"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.,1rptK1oec3gjHpzzrxHyln,0.396,0.781,-5.148,0.0377,0.00158,145.06,0.185,0.201
The Day I Tried To Live,Sevendust,0xvvmc0Akzpd1C8CAI21f9,0.474,0.87,-6.506,0.0732,8.09e-05,135.009,0.176,0.506
HEADSPACE FT. POORSTACY,Fame on Fire,2DS4qUfuEvFljkXZXka2pu,0.508,0.946,-4.129,0.0929,0.014,162.019,0.213,0.569
Song About James,AVOID,0uI52jGhm25C2Pp5t5gWSX,0.532,0.984,-2.782,0.0967,3.96e-05,101.49,0.153,0.269
Antisocialist,Asking Alexandria,2HzoSBdq66iBoJXnnh1Tsq,0.572,0.852,-4.712,0.0322,0.00105,129.969,0.0844,0.378
Forget Me Not - Radio Edit,Another Day Dawns,5rbdYiQwzLpHxBOQsJrMsE,0.389,0.922,-5.196,0.112,1.84e-05,171.003,0.125,0.309
All In,Adelitas Way,2MwZB139D4vzs59l2iL2rJ,0.431,0.96,-3.307,0.134,0.00688,175.924,0.34,0.41
All Within My Hands - Live / Radio Edit,Metallica,159x1W9ZSzoL31JaVufGJ5,0.369,0.687,-5.714,0.0291,0.00835,114.228,0.63,0.133
Canals,Highly Suspect,5yIHw5bnDscFViNtQRPlNn,0.37,0.924,-2.283,0.0846,0.0077,159.723,0.183,0.282
Death by Rock and Roll,The Pretty Reckless,5Y2myqmZH2D83n04mbznFe,0.493,0.943,-3.321,0.0608,0.000679,96.997,0.134,0.493
The Call,Ego Kill Talent,45iZEbdiPMaJPc4KEmSnoF,0.435,0.948,-4.768,0.066,0.00041,101.951,0.411,0.523
The Devil Went Down to Georgia,Nickelback,6ECxUPxgam9THf9KWCnrcX,0.604,0.715,-4.568,0.0552,0.000141,136.874,0.056,0.375
Gasoline,Crobot,7gDi3mxcBa0QXRZ20uWXMb,0.47,0.967,-4.526,0.0792,0.000164,86.047,0.142,0.331
Work,Pop Evil,2u4fyu0QnU64T5euBxOHxZ,0.241,0.752,-6.076,0.148,0.0248,184.752,0.0925,0.153
Take It Away,Like Machines,4c4ZY9WjtHmeiCuFmsGT2K,0.36,0.84,-4.744,0.0379,0.000172,188.018,0.116,0.286
Iris,DIAMANTE,6yfGW1uvUa3riTuZbf3zed,0.381,0.65,-5.706,0.0318,0.00183,154.773,0.333,0.152
Somebody That I Used to Know,Three Days Grace,100lHmeZbp3OvinYgotmVc,0.6,0.639,-7.705,0.0388,0.00062,119.962,0.249,0.513
Another World,Gojira,5hsq03E3do2gWhyOVV2Api,0.351,0.877,-5.044,0.0422,0.00121,169.999,0.119,0.238
Kevin,Slomosa,3bTJRzsVHaL4JOmmNX4Cm3,0.472,0.63,-9.556,0.0369,0.00131,151.913,0.161,0.511
Bird On A Chain,Florence Black,4IF5tqSLknKGYp0uQPZw6P,0.281,0.941,-4.448,0.115,6.8e-06,140.048,0.346,0.553
Colossus,Avatar,7v6fVgqEbmbS8nmTvXb5nt,0.608,0.718,-6.488,0.0362,0.00136,99.266,0.0878,0.3
Nightmare,Throw The Fight,7AUF59Aa05cbLrlMEbMgy5,0.507,0.945,-2.77,0.0596,5.69e-05,99.956,0.109,0.566
Anxiety,Palaye Royale,69pOaF9WArEoUCt90NiDdT,0.504,0.943,-5.532,0.0622,4.67e-05,91.036,0.594,0.0983
The Devil Went Down to Georgia,Korn,7z3yEMhxw6ggDA9MjBqXow,0.575,0.959,-3.61,0.0733,0.000318,127.049,0.0746,0.431
Infinite,Silverstein,1aWpVsNjEiqpFvV3KhJiWu,0.441,0.868,-5.516,0.0714,0.000121,162.0,0.145,0.366
Fly on the Wall,The Violent,3hwNJfaBm1bicphhkTnm7F,0.58,0.845,-4.13,0.0421,0.000305,88.001,0.0657,0.521
Survivor,Scott Stapp,3kXJttaLz9u8ZBidfdmDMk,0.405,0.87,-5.698,0.0455,0.000203,76.52,0.0693,0.371
The War We Made,Red,5R1jqzHN5H7sJ47hJxLsfQ,0.459,0.859,-5.858,0.0492,0.000792,100.107,0.0729,0.408
Atlas Falls,Shinedown,7m1Lw3uTakxHFxGjXXbE4l,0.39,0.888,-3.405,0.051,0.102,181.979,0.141,0.422
SUPREMACY,FEVER 333,0L1ry7JWL67O1O1s67V2fx,0.662,0.774,-5.746,0.054,0.424,100.006,0.221,0.718
Animals,THE HARA,2bpe33IJRI71OCfL6vkESi,0.473,0.974,-4.932,0.114,0.00163,94.935,0.0659,0.228
Can You Hear Me,Korn,77CCfbJgFZvKYpL2GY6XN9,0.567,0.925,-4.131,0.0446,0.000316,120.057,0.186,0.457
Swarm,Zero Theorem,09MMF7jj1KOU0PDS4ISQ9v,0.489,0.99,-4.014,0.0833,0.00276,95.983,0.195,0.0424
hate me,VIOLET NIGHT,6ZbKBsBuWFolXp7nm6wO1n,0.332,0.977,-4.444,0.102,8.27e-05,199.918,0.0679,0.322
I Can't Be the Only One - Alternate Edit,Killswitch Engage,0z3mB4y5HiTzaQSz8srInh,0.396,0.975,-5.269,0.0583,1.8e-05,180.034,0.129,0.591
Agree to Disagree,Sleeping With Sirens,58Eyr2rZWIYM19qhpals74,0.561,0.935,-3.807,0.0936,0.011,89.973,0.26,0.625
Another Life,Any Given Sin,6TQkEzHzTtG2jO6TqPIIMc,0.51,0.943,-3.098,0.0553,0.000982,93.498,0.49,0.557
Entertain You,Within Temptation,70HVKogWbgiA4XaXa2GowH,0.559,0.878,-4.341,0.0403,0.000471,137.114,0.218,0.597
Justice,Oxymorrons,5BV0OLRemswcGOPbfcG2w4,0.406,0.961,-3.382,0.157,0.000177,186.025,0.325,0.508
The In-Between,In This Moment,3zyO75z96PN667L0I7jgwf,0.469,0.951,-4.222,0.111,0.0119,149.976,0.0976,0.283
Grave,Wage War,5t1sJQEcAltWjCfGL50aQT,0.491,0.981,-3.673,0.131,0.0116,138.015,0.144,0.366
"Paradise Lost, a poem by John Milton",The Used,3kL1eGyxKYipkJoGGjxy0J,0.521,0.961,-3.277,0.129,0.00581,134.973,0.042,0.365
I Beg To Differ (This Will Get Better),Billy Talent,739PZq7vljYry4Hz5wL7Mx,0.501,0.992,-2.137,0.157,0.000225,146.968,0.308,0.157
Brace Yourself,The Red Jumpsuit Apparatus,4yoWprv7DUH6JViAyPbab0,0.491,0.966,-2.883,0.0637,0.00186,129.789,0.304,0.327
The Decree,Lacey Sturm,05ekX8crLrBg5yeh7X3ocJ,0.484,0.918,-2.44,0.069,0.00108,83.978,0.666,0.439
Outta My Head,Tropic Gold,21Lwloi3hp3tEGLiudmS6D,0.52,0.556,-8.754,0.0283,0.000242,107.982,0.397,0.124
Blind,Saint Asonia,6IlCkH8LtFOMuuORRXMbZE,0.135,0.955,-4.634,0.163,5.63e-06,198.782,0.407,0.37
Again,Black Stone Cherry,71si6qnqug1pf2qHgRxMDV,0.625,0.928,-3.054,0.0316,9.86e-05,98.025,0.0937,0.456
Animal In Me,Solence,4QMaRC93F0aFx3S648CLyh,0.506,0.881,-5.491,0.108,0.000163,148.084,0.23,0.556
Skeletons - (Radio Edit),New Years Day,0LoPP9mKkUNffZBxppXDwW,0.573,0.874,-2.652,0.0391,2.2e-05,111.105,0.359,0.71
Is This The Real World?,The Red Jumpsuit Apparatus,3e2tr1bHz22S1fv550mmAp,0.187,0.971,-2.511,0.193,0.00372,83.34,0.0941,0.344
Blood Moon,Wake Me,58WQKPZHIB4AntzOdKFTAz,0.474,0.871,-3.804,0.0588,3.08e-05,97.942,0.116,0.485
Victory,Fire From The Gods,0g9NUt0uI1HSWgkLynXRbP,0.49,0.973,-3.843,0.324,0.00732,145.067,0.752,0.389
Nero Forte,Slipknot,56fiFTRrSiHHH3gBeaTg2P,0.336,0.978,-2.358,0.0846,0.000437,129.842,0.138,0.496
I'm Not Right,Tetrarch,6WjD2x0UB9p9dgoZmRsh0o,0.306,0.947,-3.449,0.0866,5.46e-06,199.976,0.399,0.329
Fever,Blind Channel,1ru3FRiuYUsvDcINiKqR2z,0.456,0.931,-4.457,0.0928,0.000177,97.671,0.223,0.342
Flare of Defiance,Veio,35eDKPItEQOmf4MUwBtMMg,0.45,0.975,-3.905,0.0982,0.000116,103.983,0.082,0.262
Still Standing,The Anix,0pyydfI4YFzsCIn2TAzX0a,0.402,0.915,-3.578,0.0487,5.87e-05,134.982,0.103,0.476
Freedom (feat. AJ Channer of Fire From The Gods),Islander,4oXudt9ULfTgia4pb1Hsq9,0.503,0.939,-5.164,0.0618,0.000583,101.993,0.172,0.186
Nowhere To Run,Fozzy,5KdOgQ3VAK05QrGC98X9ta,0.399,0.93,-4.647,0.0435,6.76e-06,92.804,0.318,0.33
Talking Myself In Circles,Four Year Strong,3KiquXmZBWCD2qPgr4o7t3,0.559,0.926,-2.675,0.0468,6.63e-05,100.997,0.106,0.72
Soak Me in Bleach,The Amity Affliction,1tS3YIyOAczsBzjub9PrZj,0.185,0.91,-5.283,0.151,0.00014,165.355,0.18,0.188
Baby I Love You,Ryan Adams,1npZLnadIut8UfjsqYSOBh,0.326,0.866,-5.576,0.0444,0.00149,122.91,0.113,0.674
Do You Still Love Me?,Ryan Adams,2lz8pL2v1G6FOr9JHZnZsI,0.226,0.444,-7.471,0.0391,0.00512,182.046,0.0941,0.109
To Be Without You,Ryan Adams,2AYCnwO5TE1rvH9kvN9jyj,0.639,0.41,-10.479,0.0325,0.0824,80.961,0.135,0.576
When The Stars Go Blue,Ryan Adams,04rMpRstoJt3uvqyNGKczX,0.59,0.208,-13.25,0.0316,0.466,90.084,0.115,0.293
Gimme Something Good,Ryan Adams,08aCW0RGOaR53En8g7e3HJ,0.396,0.785,-4.192,0.0358,0.031,184.081,0.181,0.683
Jacksonville Skyline,Whiskeytown,011FqkHgBjUEXvozYtJyRR,0.585,0.213,-13.667,0.0442,0.608,142.627,0.106,0.321
Doomsday,Ryan Adams,3f1ZVqGrCBE06GQfzAM0Bw,0.602,0.592,-5.889,0.0263,0.00201,120.993,0.249,0.543
Avenues,Whiskeytown,11sn1atrCmDEMvIsSRfdMZ,0.502,0.172,-14.486,0.0318,0.531,72.386,0.482,0.527
Amy,Ryan Adams,7qzqcfLHBAUherRXgW4Ul7,0.501,0.075,-19.697,0.0352,0.832,124.131,0.102,0.214
16 Days,Whiskeytown,3iGsgSQ9L8DBWAsHPnXg8T,0.569,0.73,-5.929,0.0496,0.233,127.553,0.0873,0.432
Wonderwall,Ryan Adams,4siFdX3QLfjtzg1HHgCPW7,0.321,0.22,-12.608,0.0352,0.828,157.037,0.0873,0.301
"To Be Young (Is to Be Sad, Is to Be High)",Ryan Adams,0aLk2Za7r0eGlLOepW2hzL,0.486,0.73,-6.462,0.042,0.0748,92.582,0.361,0.421
Come Pick Me Up,Ryan Adams,0lngUitwRDbvZ5yVO76dVN,0.581,0.271,-10.963,0.0352,0.0703,123.625,0.187,0.269
Go Easy,Ryan Adams & The Cardinals,4vvrxOdxSPsvdrJbrql9pI,0.228,0.724,-5.336,0.0374,0.198,166.083,0.175,0.478
Shake It Off,Ryan Adams,391ijHd2drZtRfz5v0LqLf,0.564,0.421,-9.566,0.0306,0.0418,77.299,0.0639,0.0852
Let It Ride,Ryan Adams & The Cardinals,0sqbsPWLIi6biNBHV43yzI,0.434,0.843,-4.916,0.0315,0.0823,154.226,0.216,0.89
Dancing With The Women At The Bar,Whiskeytown,2YJzQONXwkRSlJQuDmVHfK,0.477,0.536,-7.613,0.0314,0.333,125.386,0.106,0.289
Oh My Sweet Carolina,Ryan Adams,2Zcr8xMMZyNT5wMsj3SWmw,0.487,0.128,-14.654,0.0368,0.487,132.2,0.108,0.306
Magnolia Mountain,Ryan Adams & The Cardinals,5Old57byYZu8dc1hrMMvuh,0.418,0.594,-6.127,0.0329,0.0559,122.974,0.14,0.466
Sylvia Plath,Ryan Adams,0Vof9g11F4cbctYIR5UXTk,0.346,0.0392,-19.574,0.044,0.928,73.573,0.101,0.127
Everything I Do,Whiskeytown,2rDYNF5uhI8C09wDe2pGVR,0.534,0.422,-7.635,0.0359,0.626,136.953,0.21,0.354
Sweet Illusions,Ryan Adams & The Cardinals,0fWQQoAUdEmYGPa5WgC817,0.494,0.749,-5.488,0.0275,0.269,106.889,0.189,0.676
"New York, New York",Ryan Adams,4snBTILMGyRKErKygwoDkE,0.52,0.812,-8.246,0.0381,0.0562,106.198,0.165,0.409
Easy Plateau,Ryan Adams & The Cardinals,0HHg87rlaJbfEeGT2LmJdc,0.48,0.781,-5.071,0.0341,0.0747,114.491,0.0986,0.717
Out of the Woods,Ryan Adams,1WALf3LQsgkXda1jjsBsSV,0.317,0.379,-8.815,0.0278,0.178,135.276,0.0978,0.116
How Much Light,Ryan Adams,3QAM7H3PK833IO3fT1kS7Q,0.584,0.282,-8.427,0.027,0.775,90.233,0.112,0.502
I Love You But I Don't Know What To Say,Ryan Adams,0XUV9eC4BkoPQDI8t7CqUl,0.625,0.0579,-16.441,0.0342,0.783,107.036,0.0831,0.0388
Cobwebs,Ryan Adams & The Cardinals,10b7HwTt8jpy62GQhBlbn0,0.343,0.792,-7.057,0.0506,0.123,123.563,0.0971,0.359
Strawberry Wine,Ryan Adams,5UPIs8S1TFhMbTpxh36pSx,0.643,0.0323,-20.773,0.0359,0.906,101.179,0.0878,0.265
Cherry Lane,Ryan Adams & The Cardinals,6L6HBByWYrWIJC6OEbIwD8,0.604,0.552,-7.315,0.0327,0.341,115.142,0.0623,0.496
The Sadness,Ryan Adams,2iR0JQfiMibT0dgW3zFIM7,0.516,0.46,-12.55,0.0336,0.0266,119.266,0.146,0.426
Do You Laugh When You Lie?,Ryan Adams,1QdM6yIGn84YTt61bMKbta,0.503,0.846,-4.94,0.0296,0.000753,132.657,0.244,0.95
English Girls Approximately,Ryan Adams,1fui7m6YJkgaXJE5vcWei3,0.489,0.65,-6.186,0.0308,0.149,79.665,0.138,0.293
Friends,Ryan Adams & The Cardinals,0L6WZouqtDb9fXBD0DUaAa,0.472,0.329,-9.092,0.0276,0.366,72.351,0.118,0.163
Everybody Knows,Ryan Adams,1KAeChQ1BIivHiYsZqnZ1f,0.534,0.535,-6.062,0.0349,0.058,153.639,0.31,0.438
Burn in the Night,Ryan Adams,004VOnBMIHtzuYdWMpekqM,0.453,0.872,-5.919,0.0326,3.38e-05,142.735,0.0827,0.663
Blank Space,Ryan Adams,1JhAt4FmhLKj0Z5QpsadNa,0.445,0.219,-17.12,0.0406,0.877,92.966,0.113,0.376
This Is It,Ryan Adams,4KPBof2O21CqJfETjdcRa2,0.457,0.762,-4.281,0.096,0.000105,133.654,0.167,0.8
Born Into A Light,Ryan Adams & The Cardinals,1KDU4tjBrSmRy8SAPjZ3lu,0.585,0.547,-7.267,0.0253,0.496,78.421,0.247,0.595
Cold Roses,Ryan Adams & The Cardinals,1OQ5KGrAGVvYKFSdIO71K9,0.429,0.578,-5.626,0.0296,0.177,125.447,0.46,0.369
Two,Ryan Adams,4Yg9sKLmvYuybzU9Ruiced,0.6,0.507,-6.429,0.0258,0.0947,153.03,0.308,0.616
Lucky Now,Ryan Adams,1xLiOXTkAetjRqmPQwELn4,0.599,0.34,-12.081,0.0418,0.671,120.301,0.094,0.346
Chains Of Love,Ryan Adams,1HeuEDA1PyJX339oaJJ9jN,0.604,0.574,-8.06,0.0307,0.357,127.391,0.163,0.366
Damn Sam (I Love a Woman That Rains),Ryan Adams,3pwA50PN54RfJ7wSLZ3Vyb,0.564,0.037,-18.464,0.0416,0.832,67.044,0.13,0.43
My Wrecking Ball,Ryan Adams,1ciMtKsxopVddDlM2g6Dgr,0.609,0.108,-13.402,0.0787,0.875,128.769,0.104,0.255
Dirty Rain,Ryan Adams,3XVLfJbADi7F1p5Rh1UTGw,0.658,0.249,-13.423,0.055,0.404,121.484,0.112,0.082
If I Am A Stranger,Ryan Adams & The Cardinals,2rM9XnaqoiPDXe7ZK3ZR0b,0.405,0.695,-4.848,0.0269,0.00165,152.021,0.106,0.779
Ashes & Fire,Ryan Adams,0oZw3H6FPKh60aEFvL3q2Z,0.6,0.589,-7.297,0.0315,0.72,139.687,0.0634,0.537
"Oh My God, Whatever, Etc.",Ryan Adams,4AAo2jSIOpiXGVZpMNAbkf,0.572,0.395,-10.63,0.0304,0.7,79.55,0.126,0.483
This House Is Not For Sale,Ryan Adams,4sLnzszjoOlqFIJolvdNol,0.55,0.882,-4.982,0.0377,0.0492,118.61,0.171,0.531
